5411	5411
3683	
200	700
3499	
	7370
	6324
4899	4899
5130	
3560	
	3443
8731	
1040	
	4931
2250	2250
5812	
2611	2611
1311	1311
	5812
1311	1311
8050	8050
6500	
2870	2870
8711	8711
5172	5172
1311	
	2060
	7372
2830	
	6798
2860	2860
4610	4610
7399	
5600	
7391	8731
5411	
7373	7373
1040	
5912	
1311	1311
	3724
3728	
3823	
7392	
1000	
5812	5812
	7389
	4911
1040	
3494	
5311	
3674	3674
3940	
1600	
3079	3081
2010	2011
2841	
2300	2330
2761	
3069	
3931	
2300	
3610	
	3679
2520	2520
1000	
3841	3841
2750	
1381	
2771	
6552	
1531	9995
3390	
3480	3480
5150	5150
	4412
	3674
6799	
8734	8734
6519	6519
1040	1040
2950	2950
	4813
2621	2621
4899	4899
3559	3559
7990	
7370	
5140	
4210	
5140	5141
5140	5141
2042	
4210	
5140	5141
5411	5411
7372	
2834	2834
7819	
2834	2834
3443	3443
3661	3661
5140	
8711	8711
4011	4011
4932	
4922	
	8071
	2836
6512	6512
6552	
7948	7948
5722	
	4911
	4100
2086	
3448	
7812	
5063	5063
2810	
	3560
900	900
	4922
	4922
1700	1700
	3442
3569	
7372	7372
4953	4953
	3674
6799	
	5961
3661	3661
3652	3652
1000	1000
2020	
1000	
3940	
1311	
2090	2090
3350	
3499	
8200	
3651	
7380	7380
5962	
7392	
7373	
	7372
5013	
4013	
3942	3942
3452	
6552	
3720	3724
3728	
3841	3841
2800	2834
3679	
7500	
3499	
	5065
2836	2836
5311	
4899	
5099	
1311	
4941	4941
6798	6020
2060	
5812	
3079	
3560	
	2030
3510	
7372	7372
1600	
3812	3812
3721	3721
7393	
1040	
2300	
7990	7990
7990	7990
2761	
	4911
2850	
	7373
4210	
1311	
4911	4911
2731	
6512	6512
5600	
5990	5990
2085	2080
2830	
2890	2890
	1040
5120	
1311	
2721	
2270	
	2800
6552	6552
2010	
3290	
1311	
2020	
3550	
4833	
1040	
2800	2800
1311	1311
1311	
6500	
4924	
4011	
7370	
4812	4812
8711	8711
4813	
7373	7373
3532	3532
3559	3559
	8200
5045	
	2621
1311	
1311	
6792	
2820	
1311	
1540	1540
3140	
3530	
3721	
2844	
7392	
3069	
3677	3677
3558	
1311	1311
3579	3579
4811	4813
4811	4813
4841	4841
4813	4813
6799	
6799	
4811	
4811	4813
4813	4813
2452	2452
3320	
6519	6519
2510	2510
3674	3674
3714	3714
	4833
6512	6512
2330	2330
5311	
6512	
	7372
1311	
2600	
1311	
2510	2510
2200	
7399	
2200	
3728	
6552	
4991	4991
2520	
4833	4833
1389	1389
1000	
1600	1600
4924	4922
	2221
3312	1000
3826	3826
3350	
5812	
3690	3690
5940	5940
5411	5411
2650	
1311	
2810	2810
5411	5411
2540	
5500	
5411	
2835	2835
3841	
2830	
	2834
3564	
3841	
3610	3613
2834	
	8731
5122	5122
	2834
2836	2836
	6726
2835	2835
	4812
1540	
2950	2950
2844	
5961	5961
1040	
	4911
1311	
3830	
3711	3711
200	
1311	
5411	5411
2010	
1040	1040
5712	
6799	
7990	7990
3531	3531
2810	2810
2300	
	5122
2844	2844
5411	
1000	
1000	
1531	
2670	
1311	
2082	2082
1389	
5190	5190
2731	
	7990
2711	
7399	
4911	
3714	
3576	3674
4011	4011
7900	7900
	4911
	4924
	6020
3661	3661
2300	
3610	
3730	1600
4955	
2621	
	2621
2621	2621
5080	
4833	4833
2911	2911
4610	4610
2911	2911
6792	6792
	3089
3560	
1000	
5065	
6512	
3250	
7948	
4511	4512
6799	
4813	4813
	4813
	2860
1600	8711
2250	2250
5812	5812
5082	
5712	
3699	
3560	3567
6799	
100	
5140	
3320	
7399	
8351	8351
	2711
3711	3711
5080	
7393	7381
1311	1311
2834	2834
4512	4512
2111	
2111	2111
	4911
4833	4841
1381	
6799	6799
7810	
4899	4899
2510	
	7370
4953	
4822	4822
1531	
4813	4813
2400	
3792	
2020	2020
5040	
2300	
4813	
1000	
3811	3829
4813	4813
6798	6798
4412	4412
	4813
6512	
	5961
3320	
4610	4610
5500	
3714	
3714	
2086	2086
1600	1600
2834	
2320	2320
1040	1040
5311	
	5110
6798	6798
2950	2950
	7372
3540	
5812	5812
5990	5990
5110	5110
2810	
2721	2721
2010	
2850	
2200	
4011	4011
2911	2911
4833	4833
7381	7381
7948	7948
5211	
4013	
7372	7372
6799	
1311	
	9995
3690	3690
3310	
1311	
7372	7372
1600	
2820	
5012	
8051	8051
4890	
4210	4210
4813	4813
4813	4813
7990	7990
4812	4812
4813	4813
4813	4813
2086	2086
4841	4841
1311	
2086	2060
3690	
6794	6794
7948	
4841	4841
2860	2860
1311	1311
5999	
2830	
7361	
6512	
8742	
3688	
7990	7990
3241	
	7372
3089	3089
3089	3089
4210	
1382	
4891	4841
2330	2330
1311	
	2836
6512	
3651	3651
3630	
2300	
7011	
3499	
3499	
3730	
2030	
2300	
	3827
2050	
7997	7997
2086	
2080	
1311	
1000	
1311	1311
2070	
4512	
2750	
1311	
1311	
1311	
6798	
1311	
4911	
5980	
3585	
7500	
1311	1311
	4011
1311	
1311	
4899	
1311	
1311	1311
5531	
4932	
6500	6500
3440	
1040	
4220	
2070	
	3577
2421	
2836	
6552	
2400	2430
3140	
3728	
3861	3577
1311	
3080	
3949	3949
2836	2836
3580	
5020	
6519	6519
1311	1311
5064	3651
7393	7380
7990	7990
6798	6798
3652	
3449	
	
3499	
	7372
5812	
2820	
1211	
3290	
3693	
6799	
5122	
1311	
3990	
3845	3845
5013	5013
8051	8051
8050	
8200	
2300	
4911	4911
	4911
3081	3081
7819	4833
1311	
2650	2650
5944	
1040	
6552	
6519	6519
2400	
	4911
5051	5051
4813	4813
	3537
3580	3585
	4813
5812	5812
7399	
	2340
2844	2844
5411	
2631	
3520	
3523	3523
5140	5140
5040	
7948	
	7389
5812	5812
	3531
1311	
5411	5411
6531	6531
3221	
	2082
	7370
3841	
2844	
	3674
3841	
7996	7996
	2860
2820	
7011	
	3672
3674	3674
	8731
	2834
3241	3241
	6794
1311	1311
	5150
	1000
8050	8050
4911	4911
3842	3842
1531	1531
8711	8711
6799	
3663	
4213	4213
	4931
	4931
	4911
	4911
2070	2070
4813	4813
4813	4813
4813	4813
4813	4813
7510	7510
6798	
1311	1311
3610	
6324	6324
6552	1531
	3663
3250	3250
7370	7370
3350	
3290	3290
	7373
4841	
3433	
	2013
2851	
3270	
1382	
3480	
2600	
3531	3531
3610	
1311	
8060	
5211	
1040	
3312	3312
5940	
5090	
7990	
2844	2844
7948	7948
	4841
	3674
5651	
4924	
3440	3440
1311	
8050	
4522	4522
7372	7372
5140	5140
3577	3577
2000	
	7370
3490	3490
4210	
3443	3443
3580	3585
2844	
	3620
2300	
4011	4011
3662	
	2911
	2911
4011	4011
7990	7900
4011	
5812	
5999	
8351	8351
2721	2721
1540	1540
4512	4512
4812	4812
	2911
4512	4512
	4812
	3674
3714	
	7011
	3674
4833	4833
3811	
6794	6794
3711	3711
4832	
1540	
	2800
	3674
	3661
1311	
7372	7372
5120	
2711	
4931	4931
2300	2300
7810	7822
	7830
7830	7830
7830	
7812	7812
7372	7372
4931	4931
3672	
3679	
3674	
3640	
	4832
	4832
4400	
3430	
3580	
3674	
	2911
1311	1311
6798	6798
6798	6798
4931	
	7812
1311	6799
6512	6512
	5812
7311	7311
5070	
5090	
7373	7373
3443	
7990	7990
3537	3537
4731	
3580	
2221	2221
3560	
2273	
1040	
	4841
	4832
4812	4812
	4911
4911	4911
7990	7900
3714	
3714	3714
	7372
3310	
2870	2870
5047	
	2836
3550	
2211	2211
5621	5621
5651	
7830	
7997	
2320	2250
800	800
	1311
2833	2833
5945	
5945	5945
3523	3523
	1311
	7990
	4841
2030	
3790	3790
1000	
3830	
2086	
2086	2086
2086	
2086	
2086	
2086	2086
1311	1311
3662	
1311	
5050	
3580	
1623	1623
1311	
4841	
4841	
8711	4991
4991	4991
3661	3661
1311	
1311	
7600	7600
5949	
3429	
5999	
3942	
4210	
3290	3290
5331	5399
7900	7900
2300	
	7374
5712	
2273	2273
2273	2273
3670	
2300	
6500	
1311	
3270	
5411	
5199	5130
7394	
5211	5211
4923	4923
4911	4911
3861	3861
	7330
2860	
4813	4813
6799	6799
3050	3050
2400	
4923	4923
8062	
1311	1311
	4911
3663	
	3826
5500	5500
4841	4841
4812	4812
4841	4841
4841	4841
7399	
6519	6519
7373	7373
3330	
4210	4213
	3911
5051	5051
2890	
3430	3430
4911	4911
6798	6798
	7372
2750	2750
4899	4899
3620	3620
4890	
8051	8051
7374	
	5912
3312	3312
2890	
1382	1382
	4941
	4911
4911	4911
	1000
2082	2082
4813	4813
8011	8011
3672	
	4813
1040	1040
3679	
5912	5912
1311	
	2836
7373	7373
7370	7370
7374	
3550	3559
1389	
3823	3823
7200	
7399	
7399	
3571	3571
7373	7373
3570	
3686	3577
5734	
7372	7372
3680	
7374	
3683	
7374	7374
8742	8742
7374	7374
7392	
3689	
1311	
7370	
3689	
3575	
7374	
7372	7372
	8093
2250	2250
2631	2631
2400	2400
3670	
4931	4931
3444	3444
4813	4813
	3674
8050	
3079	3089
2800	2800
	4911
4911	4911
2911	2911
	2911
3661	3661
2100	2100
3711	3711
	3620
2600	
1220	
1531	1531
2121	
	3089
	4931
1311	1311
4923	4923
2650	2650
1040	1040
2400	
1311	1311
4941	4941
2200	
2221	
7392	
5334	5399
4931	4931
4924	
4924	
4924	
3221	
3843	
2650	2650
4210	
4813	4813
4813	4813
3580	
4512	
2050	
8060	
4841	4841
3531	
	3530
6500	
6798	
3310	
4811	4813
3830	
5047	5047
6500	
4213	
	2834
5331	5399
1311	1311
1311	1311
3661	
2850	2851
6799	6799
7373	7373
5812	5812
6799	9995
3290	
3330	
5411	5411
2080	
2650	
3679	3679
7311	7311
3550	
	5190
2070	2070
2851	2851
4830	
3561	
5311	
2510	
2631	2631
2050	
1000	
1311	1311
	4841
3312	3312
1531	
2510	
1311	
2844	
2086	
2800	2800
5912	
6798	6798
9995	9995
2711	2711
4890	
	7200
4813	4813
	4412
	2621
	8742
5812	5812
2761	
5063	5065
6500	
	7370
7392	8742
7392	
3944	3944
3577	3577
7399	7389
1311	
1311	1311
1311	
2611	
1311	
6799	
1311	
3241	3241
6799	6799
6799	6799
3221	3221
6798	6798
3540	
6792	6792
7372	7372
	4923
	4813
1040	
2911	2911
1700	1700
6512	
2421	2421
2600	2621
3569	
	2836
3310	3312
7510	7510
	
3350	
7372	7372
2300	
1311	
6799	
	4841
7371	7371
4011	4011
	5160
4833	
2010	
3580	
5500	5500
3990	
	1731
5072	5072
3651	
5012	
2700	
7349	
3843	3843
3622	
3841	
	3559
2300	2330
7819	7819
6500	
4890	
1311	
1000	
1000	1000
1311	
3079	3714
	2835
5411	5411
3711	3711
5812	
3728	
5621	
3861	
3811	
5940	5940
1311	1311
3714	3714
1520	
4841	4841
5040	5040
5949	
3442	
2013	2013
3442	
7373	7372
3683	
3444	3444
2761	
2750	2750
7372	
5812	5812
7374	
7372	
5080	5080
3680	
8911	
5045	5045
	7370
3570	3579
7200	
7373	7373
3728	
700	700
5141	
5812	
3041	3050
5211	5211
4931	4931
3714	3714
8060	8062
3812	3812
3250	
3672	
7830	
1400	1400
5080	
7812	7812
3851	3851
	2020
1520	
3662	
3728	3728
1311	1311
2050	
6519	6519
3523	3523
3714	3714
3662	
6799	6799
4011	4011
5411	5411
	5411
2850	
3714	3714
7372	7372
7372	
6552	6552
	2086
7370	7370
	2340
	2200
1311	
2200	
5500	
6798	
3812	
3590	3590
1311	
1311	
3843	3843
6798	6798
2844	2844
2834	2834
6798	6798
4700	4700
3728	
3140	
2800	9997
3841	
9995	
2330	2330
2099	2090
3570	
	4911
4700	
4813	4813
3576	3576
2300	
	1311
	1311
1311	1311
3714	
2830	
6799	
2062	
2200	
	8731
2085	2085
5812	5812
3825	
3429	
	3674
	3990
	4813
1211	
1400	
1382	
6552	
1311	1311
	7500
1400	
3845	
3570	
3250	
3674	
3570	2750
3579	3579
7392	
7399	
7399	
7373	
6799	9995
5065	
	7389
5411	5411
2836	2836
1311	
7373	7373
2835	2835
3429	
5411	5411
	4841
3713	
2731	2731
6552	
2841	
1600	
8091	8082
5621	
3443	
1381	
5731	5731
2033	
7373	
	8731
2040	2040
3652	3652
5199	5190
3688	
	1000
3312	
1311	1311
2048	
2421	
2421	
3089	
5411	5411
6798	6798
6792	6792
	4911
2200	
	5140
2300	2330
3724	3724
2750	2750
2750	2750
2621	
2621	
4924	1600
1311	6792
7311	
5080	
3560	3569
1311	
	3089
6552	
7011	7011
3721	
2830	
	7389
2040	
	2821
2821	2821
2750	
2080	2080
	2834
7372	7372
2086	2086
9995	9995
1311	
3533	3533
2510	
5651	
5912	
5122	5122
2834	2834
2670	2670
	4911
3751	3751
	4922
3825	
1531	
3000	3011
2820	
	4911
6794	6794
3079	
1040	1040
	4813
2211	
2211	2211
3571	
5651	
3560	
3662	3663
3600	3600
3662	
3714	3714
	4610
3662	
1311	
3689	3572
7374	7374
3699	
7372	7372
3990	
1311	9997
	2020
7399	
1382	1382
5500	
3444	3444
3569	
3728	
5140	5150
1311	
4922	
4512	4512
6792	6792
1211	
3250	
	4911
4210	
3290	
3079	
6798	6798
	3661
3823	
	4700
7372	9995
	7372
6799	
1311	
	4899
3661	3661
5912	5912
5912	
3523	
4953	4953
3558	
3580	
7011	7011
2700	2780
7373	7373
	3661
1040	
3845	3845
2911	
5051	5051
7011	7011
4991	4991
1311	1311
7372	7372
7379	
4911	4911
6799	
5080	
2731	2731
8200	
7372	7372
7372	7372
3550	
3620	3620
3550	
	3873
	4731
5040	
3576	
7372	7372
3100	
	3089
	4813
1040	
5812	
5812	5812
1040	1040
3669	3669
4922	4922
4922	4922
	4922
	4922
2911	2911
	7370
2834	2834
1311	
8200	
7373	7373
7373	7373
3679	
6799	
1040	
	7011
3841	
3000	
3825	3825
4911	4911
3845	3845
2821	2821
3699	
3559	3559
2790	
3861	
3861	
3630	3630
3610	
3823	
3674	
8200	
3674	
7399	6099
3823	
3079	
3662	
3672	3672
2911	2911
	3825
5199	
4941	4941
6500	
1311	
3823	3823
3845	7011
3672	3672
3610	3621
4813	4813
2086	2086
	3721
4813	4813
7810	7812
3662	
3931	
7392	
2890	
3652	
5045	
4011	
5411	
5980	
2911	
4911	4911
1600	1600
	4610
1311	1311
	5171
7990	7990
3600	
1311	
	2834
4911	4911
4922	
3842	3842
	4911
3533	
4813	4813
	1311
1311	1311
	4931
1311	1311
4911	4911
1311	1311
1311	
1311	
4911	4911
1382	
1531	1531
7372	
3662	
1400	1400
2911	2911
	3580
4931	4931
3714	
5812	5812
8711	8711
1381	1381
1389	
1381	
3721	
2050	
	4911
4911	4911
	4911
	4911
	4931
1311	1311
7373	7373
3437	3433
4953	4953
	7373
4955	4955
3580	3580
1700	1700
1311	1311
7374	
3990	
5171	5171
	3670
7373	
8062	8062
	6531
7370	7370
	2860
2673	
7377	7377
7200	7200
6799	
3990	
6799	
1044	
7948	7948
3663	3663
3310	
3670	
	7372
4813	4813
5063	
3682	
4813	4813
3350	3350
3350	
2761	
	7370
5130	
2510	
2860	2860
3620	3620
3444	3444
6799	6795
6795	
2741	4841
	3944
	4822
	8090
3842	3842
4522	4522
3499	
7990	
1311	
1311	
3540	
1311	
6513	6513
6500	
3662	3663
4731	
1311	1311
	3825
3620	3620
4210	
3861	3861
3841	
4610	4610
4610	4610
5500	5500
2844	2844
5999	
2844	
	7373
3670	3670
3452	3452
	3560
1040	
2890	
8711	8711
5411	
	7011
2510	9995
4841	4841
1381	1381
1211	
3330	3330
2065	
1311	
3661	
5411	5411
5812	5812
3520	
2011	2011
2011	2011
3680	
5961	5961
100	
3812	
2834	2834
7320	
2048	2040
2099	
7373	7373
4513	4513
3610	
3612	
3711	3711
5311	
5311	
2711	
7399	
5661	
2200	
3699	3690
5900	5900
3679	3679
5411	5411
6799	
3711	3711
3711	3711
2820	2820
2200	
3560	
7381	7381
3021	2250
5140	
7399	7389
2810	
7374	
2911	2911
6512	6512
5500	6411
6500	
3683	7373
4512	4512
6531	6531
2890	
2065	2060
5961	5961
5944	5944
5082	
3711	
5099	5099
7812	
4891	4841
5961	5961
6798	
7200	
6798	
3520	
6799	
5411	
5500	5500
4700	
	3730
	4911
	3842
5411	
3811	
3821	
	5040
5331	5331
5047	5047
4931	4931
	7990
1311	
	4813
5812	5812
2834	2834
6798	6798
2010	
7500	
	6020
1600	3270
800	2400
6799	
2621	2621
2621	
1311	1311
6799	
7011	7011
3672	3672
3560	3590
5140	5141
2950	2950
5064	
4923	4923
6798	6798
3270	
	4911
4911	4911
4911	4911
4811	4813
	3663
6512	6512
3312	3312
3494	
3711	
1311	
2911	2911
1311	
3086	3086
3652	
2082	2086
	
	2650
4813	
5812	
5140	
2013	2013
5140	
1311	1311
3711	3711
3711	3711
	1220
	1220
1520	1520
2020	
3533	
6799	
3080	3080
1000	
7373	7372
8711	8711
7371	7371
2200	2200
2300	
5500	5500
2870	
2621	2621
4011	4011
3560	
4911	
1382	
8300	8300
6799	
5940	
2890	
3221	
7399	
1540	
	8051
4841	4841
2250	
1311	1311
2092	
	4911
4813	4813
1000	
6795	
2020	2020
3911	
5600	5600
1040	1040
2860	2860
	7370
1311	1311
	7370
2030	2030
3662	
8090	8090
	5812
5812	
3140	
1700	
4412	4412
2099	
2250	2250
3950	
5411	
	7389
7372	7372
	3711
3861	3861
3571	7373
7373	7373
4841	
100	
3100	3100
5812	
5812	
3270	3270
5734	
7812	7389
3711	
	5621
2400	
5912	
5140	5140
7822	7822
5712	5712
3940	
6500	
6532	6532
1311	1311
7370	7370
4841	4841
2300	
	2834
3674	3674
2111	2111
6794	
3823	3823
5411	5411
3845	3845
3990	
2890	
3576	3576
3713	
2650	
3560	3533
2300	
3560	
4210	
5411	5411
2300	
4700	4700
2300	
4923	
5999	5731
	8731
6794	
	3577
6794	4841
5621	
6510	
	2836
4911	4911
3320	
4700	4700
3714	
2650	
2082	
4841	4813
	2810
7372	7371
7399	7389
1311	
3480	3480
6552	
3640	
3600	3600
1311	1311
3714	3714
2000	2000
2510	
3630	3634
6512	
	2721
5199	5190
3444	3444
3711	3711
3241	3241
3480	3480
5030	
4811	
4811	4813
4811	4813
4811	4813
4811	4813
4811	4813
4811	4813
4811	4813
4811	
4890	
3870	
4941	4941
7372	
5120	
6799	
5172	5172
1311	
	4899
3499	5961
3730	3730
3674	
5912	5912
3842	
2836	2836
6510	
7372	7372
2836	2836
3841	3841
	2860
1040	
	4911
2600	2600
	2400
	3312
8050	
2099	
5020	
	2330
2950	2950
5311	
5311	5311
1000	
	7370
3663	3663
5812	5812
5812	
2300	2300
3811	
5311	
	3845
	5141
3662	
5812	5812
	3559
2834	2834
3830	3826
3250	3250
	2221
5990	
4813	4813
1311	1311
	2833
	7370
1400	
3620	
	1381
3079	3714
7393	
3069	
5045	
3699	
3550	
2010	2011
6799	
2300	
	8731
7990	7990
3690	3690
4955	4955
5094	5094
1040	1040
2015	2015
1040	1040
5812	5812
5812	5812
6799	
1040	1040
	3334
1040	
1040	
1040	
	4841
2010	
1040	
6513	
7011	7011
3940	3949
5311	
5031	
2731	
5999	
3011	
5944	5944
	2013
	3555
6798	
4960	4961
1311	
5600	
3679	
	3089
7200	7200
3330	
2050	2050
7948	7948
5090	2670
5411	
5411	
5400	
2040	2040
1000	
1040	
6799	6795
3310	
	4911
5331	
7311	
1382	
2761	
2750	2750
3662	
2750	2750
2750	
3662	
1311	1311
3449	
3533	
5063	5063
4833	
3060	3060
1311	1311
2721	2721
1040	1040
3715	3715
5172	5172
4924	
	2990
4991	
1499	
6795	6795
3086	
6799	
1311	
5411	
6552	
3651	3651
4511	4512
3250	3250
5031	
2030	2030
5140	
2510	6519
5712	5712
8300	8300
	7370
3560	
4100	
7379	
7377	
3681	3571
7990	7990
6552	
2000	
1311	
1040	1040
5211	5211
5812	5812
7812	4841
2000	2000
6512	
3652	
5140	
3870	
	2040
3730	
3721	
5122	5122
5331	5331
3312	3312
2040	2040
4812	4812
1600	1600
4832	4832
3312	3312
4833	4888
4412	4400
1600	1600
3490	3490
	3523
3630	
	4813
2750	
2750	
3640	3640
4813	4813
4011	4011
6552	6552
8050	8050
7500	
7393	
3100	3100
3570	
3792	
5063	
9995	9995
	4911
3312	3312
5172	
2099	
6799	
2010	
2820	
3841	3841
3662	
6531	
5012	
8050	8071
3826	3826
4922	
2836	
5812	5812
1540	
3524	3524
	7372
5070	
2010	2090
3360	
6510	
2750	
3713	
6552	
5311	
3540	
4210	4210
1311	1311
1311	1311
3350	3350
5812	
1311	
5045	
6798	6798
6512	
3931	
3612	
	4899
5072	5072
2300	2300
	7359
1311	1311
3494	
1400	1400
8051	8051
1311	
1311	1311
2731	2731
	7990
1600	
7200	
2731	2731
2611	
3651	
1040	1040
3452	
7990	
2800	2800
7011	
3312	
3520	
2221	
5734	
4841	4841
2711	
1623	
3069	
5140	
5411	
7990	7990
6799	6799
	7311
5099	
	4911
8093	
3823	3679
3714	
8062	8062
1311	
2300	
	3949
3940	
7200	
8062	
5912	5912
8060	8060
2835	2835
3841	3841
3844	
2300	
6512	
	3944
2082	2082
3559	3559
3634	
2844	
3452	
8734	
	4813
2050	
4210	4210
1040	1040
2836	
	2950
2300	
	7990
3911	
3911	3911
5400	
1040	1040
3728	
7510	7510
5311	5311
	3570
2890	
200	
2024	2024
5411	
3714	
2092	
1040	
6799	6799
4813	4813
1311	
3312	3312
5080	5082
6799	
1311	
	2590
8050	
8050	
5331	
1220	
7948	7948
3452	
3570	3570
3652	3652
7392	
2800	2800
2820	2820
2650	
3662	
5199	5190
3716	3716
7830	7830
	3714
6512	
	7011
	5064
7380	7380
7393	
3640	
1311	
5200	5200
	5020
8071	
1311	1311
1311	1311
7011	7011
	5411
1040	
5812	
5271	5271
3711	3711
	4911
6799	
2870	2870
7370	
1040	
3841	
3330	3330
	7011
7349	
3640	
8060	8060
7361	7361
7011	7011
7011	
6798	6798
3714	3561
2300	
2844	
8082	8082
6552	1531
4923	
6792	6792
6792	6792
6792	6792
4923	4923
3730	
5311	
5311	
2520	
3811	
3841	
3330	
7372	7372
5812	5812
4911	4911
1311	1311
2046	
2015	2015
2600	
	3842
5311	
3569	3569
1311	1311
	6792
6799	
4899	4899
2063	2060
8731	8731
	2821
	2800
	2821
3569	
2911	2911
2200	
5912	
2844	2834
7011	
7200	
7011	7011
3841	3841
3861	
1040	
3550	3559
	4911
7389	7389
3651	
3662	
2010	
3537	3537
3480	
5080	5040
	8062
7200	7200
8731	8731
5199	
2836	
2000	2000
	4841
4813	
4812	4812
7373	7373
3949	3949
	5065
	4911
5051	
6798	
3620	3620
	4731
2870	2870
	3949
3640	3640
3640	3640
3079	
4813	4813
4011	4011
	4931
2731	
7372	7372
3841	3841
6799	
3341	3350
5130	5130
3841	
1700	
3550	
3823	3823
2800	2800
2111	2111
	2111
2834	2834
6798	6798
6799	
7372	
4210	4210
3683	
3442	
6798	6798
4911	4911
6799	
3410	
4813	4813
	4924
	4911
4911	4911
7948	7948
6799	6799
5999	5990
3555	3555
7370	7370
2860	2860
3443	
2810	
5050	
5199	
7399	
2015	2015
3670	
	3825
	3674
	7373
4832	4832
7372	7372
	
7372	7372
3681	
7372	7372
3683	
3674	3674
7374	
7373	7373
7371	7371
	7372
3630	3630
3842	3842
3630	
2650	
1000	
2890	
	4911
	2834
7372	7372
7372	7372
2830	2833
	4841
7372	5190
1700	1700
3330	3330
8734	8734
7310	
3845	3845
3841	2835
3578	3578
1540	1540
3571	3571
7370	7370
2834	2834
1311	
8051	8051
6799	
1311	
3679	3679
7373	7373
	7370
3577	3577
7374	7374
1311	
3540	3550
	4899
3911	
3530	3530
5080	
5090	
6795	6795
200	
3312	3312
1311	1311
1040	1040
7372	
3086	
1311	1311
4890	4822
1040	
3221	
6799	
	4812
	7370
2820	2820
7394	
4924	
	7372
	3674
3674	
2050	
7399	
	
7011	7011
	4931
5311	
5962	
7394	7510
1540	
8200	
	2531
8742	8742
7011	
3350	
100	
5020	5020
2835	2835
3585	3585
3585	3585
7399	
3250	3250
3670	
